Noise_HU,Uniformity_HU,Scaling_V_mm,HU_Precision,RUL_Tube,RUL_Gantry,RUL_Table,RUL_Generator
14.4391,0.3434,329.3269,0.8939,1078,1825,1818,2555
15.1699,1.3327,329.9603,1.0135,1081,1825,1825,2555
16.5891,2.0071,329.7855,1.1074,1062,1811,1823,2530
14.7885,1.4707,332.4406,0.5541,1087,1825,1769,2555
16.4595,0.6569,327.8466,1.4788,1059,1825,1770,2555
15.1934,1.4686,328.475,0.7612,1084,1825,1788,2549
9.0736,2.5225,332.0726,0.3302,1095,1777,1767,2555
12.182,2.2481,328.8089,0.9564,1095,1790,1796,2555
14.5677,1.4628,331.8011,1.0138,1086,1825,1782,2555
11.3709,2.0709,333.3989,1.0642,1095,1805,1743,2555
16.7998,1.2801,329.1964,1.5449,1051,1825,1810,2551
19.5923,0.4777,331.3627,0.9054,1050,1825,1787,2550
18.6563,0.9453,327.6926,0.9522,1048,1825,1765,2545
14.3597,2.4377,331.5095,0.5587,1095,1785,1797,2542
19.4722,1.3356,330.3988,1.3282,1037,1825,1814,2528
15.446,1.354,330.9461,1.0737,1076,1825,1802,2548
13.9887,1.3201,328.7089,0.832,1094,1825,1792,2555
13.1598,2.6425,326.6778,0.2381,1095,1777,1738,2541
14.0926,2.4756,331.0065,1.5778,1072,1779,1808,2542
13.8355,2.8313,325.8732,0.5089,1095,1779,1719,2544
15.5112,1.4046,329.3653,0.7635,1084,1825,1803,2555
15.4817,1.6774,331.8824,1.1433,1070,1814,1776,2552
15.0091,0.59,330.3838,0.5214,1089,1825,1805,2555
16.3108,2.3862,333.8967,0.4026,1080,1789,1724,2535
18.5719,0.7993,332.0502,0.1504,1052,1825,1769,2549
17.8487,1.6301,328.6922,1.2884,1045,1822,1795,2539
10.5453,0.8416,330.0546,0.7819,1095,1825,1820,2555
7.3382,1.1467,329.9053,2.1709,1095,1825,1825,2555
17.803,0.9976,326.8356,0.6023,1051,1825,1753,2544
10.8994,1.1353,328.1192,0.6314,1095,1825,1782,2555
14.3257,1.1765,328.8785,0.7738,1095,1825,1796,2555
11.4897,1.171,325.9276,1.0973,1095,1825,1724,2555
9.5941,2.0,330.095,0.8119,1095,1801,1815,2555
16.6244,0.8371,329.5019,1.2449,1058,1825,1812,2555
17.2775,1.6323,326.6542,0.6086,1069,1810,1737,2543
13.2705,2.2308,330.8084,0.4474,1095,1795,1808,2546
7.2269,1.1921,331.4317,0.2807,1095,1825,1802,2555
13.3613,1.0692,330.4541,0.1106,1095,1825,1816,2555
16.1754,1.3617,329.3519,0.7928,1070,1825,1799,2555
10.5633,2.2078,331.1829,0.8796,1095,1789,1794,2555
15.5501,1.6165,331.3604,0.7474,1088,1811,1792,2550
14.9541,1.1813,330.6148,1.4974,1069,1825,1810,2555
16.7379,1.7903,328.3508,1.4912,1059,1814,1780,2535
15.3587,0.8386,330.5532,0.8661,1084,1825,1812,2555
12.0808,1.9088,332.391,0.2824,1095,1800,1759,2555
18.5897,1.7452,328.8067,0.7733,1053,1818,1790,2531
14.5244,1.3153,334.1959,0.7601,1092,1825,1723,2555
14.9181,0.9968,328.9487,0.7371,1093,1825,1794,2555
12.2002,0.968,330.0648,0.7209,1095,1825,1825,2555
13.6702,1.8209,328.655,0.7386,1091,1812,1785,2555
12.3456,2.2374,330.4465,0.8454,1095,1789,1823,2555
14.4812,1.1176,326.5156,0.7458,1090,1825,1734,2555
20.1351,1.775,328.9079,1.0833,1028,1814,1797,2523
10.8843,0.2478,327.8158,1.1441,1095,1825,1772,2555
10.1593,1.1492,330.2707,0.6357,1095,1825,1815,2555
19.4135,1.4814,331.9889,1.5084,1031,1825,1776,2532
14.372,0.9542,331.292,0.608,1095,1825,1796,2555
12.9928,0.9381,325.2567,0.3529,1095,1825,1711,2555
18.1197,1.0993,334.0841,1.1523,1050,1825,1727,2546
13.1832,1.6753,330.5906,0.673,1095,1821,1809,2555
20.478,1.3876,328.447,1.1285,1025,1825,1785,2527
17.0338,0.1571,330.3143,0.0385,1079,1825,1825,2555
13.5363,0.2276,330.3524,1.557,1088,1825,1821,2555
21.4719,1.1359,328.6663,1.2689,1010,1825,1787,2528
13.1829,1.7746,330.3958,0.3998,1095,1812,1816,2555
17.2263,0.0,328.7851,0.4085,1065,1825,1793,2555
15.8979,1.2002,329.1913,1.6689,1063,1825,1804,2555
18.9052,1.1843,328.6274,0.705,1044,1825,1785,2541
19.6845,2.333,327.1347,0.6663,1040,1791,1751,2513
15.096,1.269,330.2917,0.0936,1095,1825,1825,2555
12.7397,1.7298,331.1706,0.8597,1095,1814,1799,2555
16.3799,1.5848,331.0298,0.9089,1074,1820,1787,2545
12.9669,0.2217,331.6399,1.2862,1095,1825,1790,2555
21.0402,1.9609,330.6487,0.4404,1021,1802,1814,2511
15.4096,1.6292,328.9345,0.3919,1083,1814,1797,2549
13.904,1.805,331.6793,1.1804,1088,1807,1787,2552
15.554,3.8557,327.285,1.4027,1059,1741,1753,2504
10.9586,0.2495,328.1987,0.3715,1095,1825,1778,2555
12.0852,2.5348,328.0716,1.4326,1095,1785,1784,2550
18.6012,1.3275,332.1601,1.015,1046,1825,1770,2532
13.0293,1.6724,331.8856,1.4367,1095,1821,1769,2555
11.8593,1.4727,330.9746,0.9719,1095,1825,1800,2555
16.61,1.2455,332.1439,0.0,1082,1825,1771,2546
18.5571,1.1581,328.2414,0.9392,1045,1825,1787,2533
17.1569,1.6977,330.6972,1.4241,1051,1818,1808,2535
17.9881,0.5897,329.7497,0.6425,1052,1825,1817,2555
12.7296,1.9503,331.6938,0.8448,1095,1803,1788,2555
10.7346,1.2503,329.7696,0.9295,1095,1825,1820,2555
19.504,0.822,329.2301,0.0,1053,1825,1802,2537
14.032,1.23,331.0818,1.6685,1070,1825,1804,2555
14.2475,2.2543,331.7523,0.6394,1095,1798,1782,2543
18.9846,1.1788,328.6633,1.2023,1042,1825,1792,2543
16.6687,1.7151,329.8778,0.9653,1064,1812,1823,2536
16.3677,1.0614,327.8831,1.503,1058,1825,1767,2555
21.495,1.9548,325.0039,1.1624,1015,1808,1697,2510
13.0694,1.9113,330.4009,0.906,1095,1808,1815,2551
17.7835,2.6092,331.2178,0.6426,1049,1783,1794,2520
15.171,1.3947,330.5241,1.3191,1077,1825,1818,2555
15.8058,1.9012,326.1009,0.2506,1079,1806,1729,2547
19.5854,1.5588,329.2983,1.2584,1030,1814,1812,2534
16.5235,2.2775,325.5633,0.5604,1070,1798,1714,2529
16.6149,1.0687,332.7394,1.5009,1054,1825,1762,2555
18.2175,1.947,327.8279,1.0645,1047,1809,1773,2532
13.9051,1.3832,332.5108,1.2576,1081,1824,1762,2555
12.4824,1.4615,331.8917,1.0328,1095,1825,1778,2555
11.8656,1.5551,328.1988,0.299,1095,1817,1775,2555
9.1009,1.6513,327.7344,0.6557,1095,1822,1771,2555
21.1686,1.4303,330.7007,1.269,1013,1821,1807,2538
11.6904,1.6288,328.3114,1.0667,1095,1818,1780,2555
14.3362,2.4469,330.205,1.4724,1081,1782,1825,2536
14.1696,2.0913,329.0343,1.1613,1078,1802,1795,2543
15.9222,2.0215,326.4377,0.6133,1077,1802,1734,2538
17.4472,1.2267,325.5391,0.6816,1053,1825,1719,2555
17.5814,0.9665,330.4534,1.0412,1056,1825,1815,2551
13.2508,2.0732,328.8769,0.0744,1095,1797,1797,2555
14.4986,2.0256,328.8938,1.6694,1073,1807,1799,2545
15.8477,2.3836,331.3917,1.1767,1070,1789,1791,2534
14.2539,1.1376,332.3469,1.4908,1076,1825,1759,2555
19.822,1.3623,329.4549,0.3678,1041,1825,1810,2531
16.4729,0.5163,329.3188,1.4978,1050,1825,1816,2555
17.2046,1.2645,331.0003,1.8926,1048,1825,1797,2555
16.9886,2.0979,327.2861,0.4716,1077,1808,1756,2538
18.5204,1.2201,330.4463,1.3086,1054,1825,1811,2547
15.5431,1.8843,331.1038,1.0004,1075,1809,1797,2549
11.1095,1.3857,331.3605,0.3822,1095,1825,1788,2555
16.1991,1.6944,326.1265,1.1972,1056,1812,1731,2555
13.0459,0.8114,328.4773,1.3334,1095,1825,1788,2555
13.4141,1.5511,328.2435,0.7595,1095,1822,1785,2555
16.7591,0.0,330.1998,1.4664,1053,1825,1815,2555
18.7148,1.3879,330.9615,0.3333,1059,1825,1799,2535
15.0638,0.5217,332.9934,0.4021,1087,1825,1749,2555
15.9265,2.2236,329.0101,1.0546,1068,1797,1803,2542
20.1066,1.9664,329.0049,1.0102,1031,1800,1796,2507
15.7223,1.78,332.2993,0.7134,1072,1809,1772,2544
22.805,2.4126,330.5932,1.3238,1002,1786,1816,2483
16.6965,0.9307,332.5353,1.2124,1055,1825,1757,2554
9.7177,2.5484,330.5775,1.3433,1095,1788,1808,2555
17.26,2.0593,327.6858,0.9507,1054,1797,1764,2539
16.1435,1.3581,327.3337,1.241,1069,1825,1772,2554
18.8693,2.1814,326.897,0.8217,1041,1803,1745,2518
17.0195,0.8362,331.3241,1.8215,1041,1825,1800,2555
14.5846,1.0053,332.3772,0.675,1086,1825,1759,2555
11.3271,1.1348,333.6987,1.8421,1095,1825,1728,2555
14.3729,1.1826,331.6862,1.014,1080,1825,1779,2555
12.4484,0.8661,332.3257,0.4498,1095,1825,1763,2555
13.2584,2.2338,328.84,1.5472,1095,1799,1795,2545
16.7657,1.3447,327.6872,1.0504,1057,1823,1764,2550
20.0097,1.7115,331.7002,1.3404,1023,1815,1778,2526
16.184,1.1578,330.8354,1.4895,1059,1825,1810,2555
11.4124,0.4076,330.2149,1.1352,1095,1825,1825,2555
16.3338,1.662,330.7747,0.7631,1073,1825,1810,2532
18.5899,0.3526,330.6464,1.3903,1043,1825,1811,2555
13.1707,1.4588,332.5676,1.0003,1095,1825,1761,2555
14.5979,0.679,332.59,1.2743,1074,1825,1758,2555
15.0441,2.6924,331.0884,0.1385,1095,1784,1793,2527
12.6453,2.0468,331.6916,1.1788,1095,1807,1785,2553
16.9448,1.5635,331.0281,0.7446,1073,1818,1793,2537
14.6372,2.2582,329.0777,1.6613,1062,1796,1797,2543
16.2586,0.9922,331.5131,1.2492,1065,1825,1793,2552
12.3375,1.8261,327.211,1.0959,1095,1815,1765,2555
13.6876,1.6199,332.1078,1.1945,1088,1819,1774,2555
17.1671,1.6584,327.611,0.6006,1063,1817,1771,2534
13.8815,2.2634,330.5716,1.6493,1083,1801,1809,2544
20.1809,1.9395,328.3097,1.7965,1013,1807,1776,2508
13.8011,1.6732,331.1068,1.1572,1088,1822,1800,2555
15.6741,0.5071,329.9321,1.6362,1062,1825,1825,2555
17.7978,0.924,326.8105,0.7723,1052,1825,1746,2555
10.7449,1.4264,330.8414,0.6812,1095,1825,1803,2555
9.7176,1.556,328.8442,1.0164,1095,1820,1801,2555
10.423,0.8219,331.7623,1.174,1095,1825,1776,2555
18.7878,2.947,330.0027,0.8424,1049,1765,1821,2516
13.3444,2.4098,330.7908,1.2151,1092,1797,1800,2542
22.6746,1.8613,328.0849,1.1226,998,1815,1778,2502
13.3073,1.5432,328.8213,0.6007,1095,1822,1790,2555
15.5537,1.3727,329.0827,1.2075,1071,1821,1799,2550
19.6263,0.9288,331.7134,1.3454,1023,1825,1779,2546
21.0183,1.5465,333.3548,1.0686,1016,1824,1740,2518
21.1845,1.6547,328.3897,1.4611,1009,1825,1777,2521
18.6251,0.7549,332.1537,0.513,1062,1825,1772,2555
18.0722,1.7005,325.6606,1.1872,1033,1814,1723,2535
16.7776,1.4068,327.6116,0.5319,1068,1825,1766,2543
